Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,Applied Math,,Calcasian,Heterosexual,High school or less,Four-year College,Freshman,No,,No,Yes,No,Yes,NA,4.475,20,15,Often,Never,Always,Sometimes,Often,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Not Sure,Not Sure,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"My high school was rigorous, college-path focused, and encouraged students to take many AP classes and participate in extracurricular activities. I took 11 AP classes, which I found to be more than the average number my friends took in high school. I strongly developed my planning skills and study methods, both of which I believe led to my academic success in high school and have quickly translated to my studies at UCLA. 

Coming into college, I feel that my confidence and positivity have been enhanced so that I can more easily make friends. While I love the life I have here, I still make time to call my parents and come home every two weekends to regain a sense of home where I can fully express myself after the rare emotionally frustrating times. 

Taking all of this together, I know that I have the potential to make the upcoming years in my undergraduate studies successful.","While I have already established a caring and comforting community on my residential floor, I often find myself missing out on activities that my friends do together as a result of my heavier workload (in comparison to theirs). However, I feel good staying on track with my work and ensure that I reserve time to socialize at the end of a productive day.",NA,75,58.3,83.3,25,25
Male,Applied Mathematics,Statistics,I would prefer not to say,Heterosexual,Four-year College,Four-year College,Junior,Yes,China,No,No,No,Yes,NA,NA,1.00E+28,0,Never,Never,Always,Always,Always,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Disagree,Not Sure,Agree,the goal to get into a graduate school,peer pressure,High Value,34.4,25,58.3,56.3,33.3
Female,Statistics,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,Yes,No,No,Yes,3.3,3.75,5,30,Sometimes,Sometimes,Always,Rarely,Rarely,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Not Sure,Strongly Agree,Not Sure,Agree,Disagree,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,FAMILY,FAMILY,High Value,NA,25,63.9,50,50
Female,Statistics,,Latino/Hispanic,Bisexual,High school or less,High school or less,Senior,No,,Yes,No,Yes,Yes,3.5,4.2,2,6,Often,Rarely,Always,Never,Never,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Disagree,My family and friends have helped me succeed academically and emotionally. ,"Being not only a transfer student but, also a commuter student, I feel like I don't have enough time to get involved at school or seek opportunities.",Average Value,46.9,100,33.3,62.5,66.7
Female,test,test,Calcasian,I prefer not to say,High school or less,High school or less,Freshman,Yes,,Yes,Yes,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA
Female,Statistics & Economics,,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,Yes,Malaysia,No,No,No,Yes,3.71,4,60,10,Sometimes,Rarely,Always,Never,Rarely,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Disagree,"Getting accepted to join a competitive club has helped me get friends I like to spend time with, and comradeship. Joining social clubs of my country of origin also helped.","Lack of access to office hours. If I am very lost in a class, I don't think I have enough one-on-one time with the professor or TA who knows the material.",Low Value,37.5,41.7,55.6,56.3,50
Male,Statistics ,,Armenian,Heterosexual,High school or less,High school or less,Junior,No,,Yes,No,Yes,Yes,NA,3.8,50,15,Sometimes,Never,Always,Often,Often,Agree,Not Sure,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Not Sure,Agree,Had a difficult life growing up,Stress and anxiety ,Average Value,34.4,83.3,47.2,68.8,75
Male,Political Science,NA,Calcasian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,No,3.85,4.43,20,15,Often,Never,Always,Always,Sometimes,Agree,Not Sure,Strongly Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,"I have a great group of family and friends that push me to succeed. In addition, I participate in an athletic program at UCLA which pushes me to always stay on top of my work.",Occasionally stress will overwhelm my production but it often encourages me to push myself harder too.,Average Value,65.6,33.3,86.1,18.8,8.3
Male,Math,No,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes, CA,No,Yes,No,Yes,3.4,4.3,10,40,Often,Often,Often,Often,Rarely,Not Sure,Disagree,Not Sure,Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,I think it's very importnat to not be afriad to ask for help.,Too much workload.,Low Value,37.5,91.7,27.8,75,75
Male,economics,statistics,Asian,Heterosexual,High school or less,High school or less,Sophomore,No,,No,Yes,No,No,3.3,4.1,20,15,Sometimes,Sometimes,Often,Often,Often,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Disagree,Agree,Strongly Disagree,Agree,Not Sure,Strongly Agree,Agree,Disagree,Not Sure,Agree,Agree,Disagree,Agree,Not Sure,Not Sure,Not Sure,"The factors that have helped me succeed is the friends i've made through my hobbies(basketball, clubs, exercise, etc). Academically, there are lot of resources on classes to help me with classes. Emotionally, i support myself and cope with things by taking a break and doing things i enjoy. ","financial issues inhibit my success, due to not being able to travel to places for academic purposes because it costs too much money. Resources i seek out cost money and i dont have much of it ",Low Value,59.4,100,58.3,50,50
Male,Statistics,NA,Asian,Gay/ Homosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,Canada,No,Yes,No,Yes,3,3.9,20,30,Sometimes,Rarely,Always,Often,Rarely,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Agree,"Some of the orgs I have joined have introduced me to people that have helped me emotionally, socially and academically. ","The lack of guidance academically for individual students impeded me from choosing the right major for me until the end of my sophomore yeaar
",Average Value,62.5,33.3,58.3,37.5,58.3
Female,Applied math,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.8,4.7,10,10,Sometimes,Rarely,Always,Sometimes,Rarely,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Support from family - My family has always been emotionally and financially supportive of my education and does what they can to make sure I can succeed. 

Joining organizations - After my first year I felt like I didn’t have a solid group at UCLA. My second year I joined a professional fraternity and got the opportunity to meet more people. We spent a lot of time together during our pledge quarter and it made social life in college a lot more enjoyable. ",n/a,High Value,84.4,25,91.7,12.5,16.7
Male,Business Economics,Entrepreneurship,Calcasian,Heterosexual,Four-year College,Four-year College,Junior,No,,No,Yes,No,No,3.85,4.8,50,50,Often,Rarely,Always,Always,Never,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,I think confidence is the most important factor that has allowed me succeed in all aspects of life at UCLA. It's easy to give into imposter syndrome or to simply believe you can't compete at UCLA. Confidence in myself has helped me buck those thoughts.,"Stress, anxiety, fear, and self-pity have probably inhibited my success most at UCLA. ",Average Value,59.4,41.7,77.8,56.3,25
Male,"Statistics, Business Economics",,Asian,Heterosexual,High school or less,High school or less,Senior,No,,No,No,Yes,Yes,3.99,4.26,50,10,Often,Rarely,Always,Sometimes,Rarely,Agree,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Agree,"My parents, my friends, my mentors in student clubs",Sometimes I feel i can't get along with people outside of my ethnic group,Low Value,71.9,25,66.7,25,33.3
Male,Applied Math,n/a,I would prefer not to say,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.531,4.6,20,20,Sometimes,Rarely,Always,Sometimes,Sometimes,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Disagree,Not Sure,Not Sure,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Academically: I go to office hours to ask questions and form study groups in order to ensure that I understand all the material.

Socially: This year the RAs have organized events which allowed me to meet people on my floor and make new friends.

","When I was a freshman, I had a roommate who had many annoying habits, including being very noisy (especially when I was trying to go to sleep) and taking up the majority of the space in the dorm with his stuff. This had a negative effect on the amount of sleep I got and my ability to focus. This was an obstacle to academic success and mental health.",NA,59.4,33.3,88.9,37.5,0
Female,Statistics & Economics,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,China,No,No,No,Yes,4,NA,20,5,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Agree,"My friends; Professors at my labs;
They always encourage me when I feel anxious and refer me to various resources","Since apartments near UCLA are rather expensive, I have to leave quite far away from campus and the traffic makes me tired. ",Low Value,65.6,33.3,52.8,50,58.3
Female,"Statistics,Math of Computation",,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.7,NA,20,NA,Sometimes,Sometimes,Always,Sometimes,Sometimes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,My parents and friends.,Some emotional feelings like depression and anxiety.,Low Value,50,50,50,50,50
Female,statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,Yes,No,No,Yes,3.65,3.8,20,3,Sometimes,Sometimes,Always,Often,Sometimes,Strongly Agree,Agree,Not Sure,Not Sure,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,Support from my parents and friends.,Leaving off campus. I have less chance to explore the activities on campus.,Average Value,46.9,41.7,52.8,50,66.7
Female,Cognitive Science,Global Health,Calcasian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.201,5.1,3,7,Often,Rarely,Always,Rarely,Never,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Not Sure,Strongly Agree,Disagree,Agree,Not Sure,Disagree,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,The things that have helped me succeed are resources for both psychological and academic hardships. Having a community of people that don't foster competition and rather hope to see you succeed in your own right gives me motivation and confidence in myself despite the academic rigor of UCLA.,"Having clinical anxiety and depression has been a major barrier to doing well at UCLA. I'm also a firm believer that intelligence is fixed, not in the sense that people cannot learn new or challenging things, but the ease of which someone learns something new and can apply it to real-life circumstances is a static thing. For example, challenges in STEM classes can be persistent no matter how hard you may study, it is still common not to do well. In this sense, if one doesn't have the cognitive ability to understand a subject, the amount of work they put in is irrelevant.",NA,50,66.7,75,62.5,25
Female,Business Economics,Statistics,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,Yes,China,No,No,No,No,3.47,4,20,10,Often,Rarely,Always,Rarely,Rarely,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Not Sure,Not Sure,"Undergraduate Writing Center, Career Center. All those faculty centers help me a lot in my academic study. ",Competitive atmosphere (but I understand somehow),Average Value,59.4,25,66.7,37.5,33.3
Female,Statistics ,,Latino/Hispanic,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.23,4.67,0,10,Often,Often,Always,Often,Often,Strongly Agree,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,"I have developed a close friend group that I live with in an apartment of 6 people. Have this loving supportive environment has largely helped my mental health. At the same time, I think balancing what I'm good at and what I'm passionate has been a struggle, but at this point in college I think I've managed to settle on a good balance.",My intelligence and perhaps my education. I believe the courses in college to be far more rigorous than what I experienced in high school.,Average Value,65.6,33.3,47.2,62.5,66.7
Female,Statistics,Anthropology,Calcasian,Heterosexual,Four-year College,Four-year College,Senior,No,,No,Yes,No,Yes,3.77,4,7,7,Often,Never,Always,Rarely,Sometimes,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Not Sure,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Not Sure,Agree,Agree,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,"having close friends who support me, roommates who I enjoy being around and living with, friends in my major who are experiencing the same coursework, clubs that align with my values and interests, a job in my major that makes me feel skilled and prepared for my future, having parents who I frequently talk to and who support me and my goals, taking time to do things I enjoy outside of academics ","anxiety, stress from classes and goals after graduation, pressure placed on myself to be successful in certain ways/meet certain goals (pressure from myself or my family)",Average Value,62.5,33.3,77.8,50,25
Female,Economics,Statistics,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,No,3.8,4.8,2,30,Rarely,Sometimes,Always,Always,Rarely,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Strongly Disagree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,"I play on a sports team here, so i feel like I have a lot of friends within the athletic community that want me to succeed and are supportive of me. My high school definitely prepared me academically, and my family is so supportive and there for me always.","I do have anxiety, and I definitely get anxiety when it comes to school and academic success. I feel like not a lot of athletes are taking the same heavy courseload that I am. None of my friends are my major/minor, so in this sense I do feel like I don't have very many friends at all in my classes, and sometimes I feel like no one in these classes can truly understand what my schedule is like and the time commitments I take to be an athlete in season full time and take a full courseload of classes. This does give me a lot of stress and sometimes i feel overwhelmed and lack belief in my own abilities. I study on my own, do my work on my own, and I kind of bear all my problems on my own.",High Value,56.3,16.7,80.6,31.3,41.7
Female,Statistics,,Calcasian,I prefer not to say,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.2,3.8,6,4,Rarely,Sometimes,Always,Often,Sometimes,Agree,Not Sure,Disagree,Not Sure,Strongly Agree,Strongly Agree,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,"UCLA has so many students and so many resources which makes it the best place to go to university in the world. I have met some of my favorite people here at UCLA. In addition, there are many additional resources to help people succeed in classes.",The only factors that inhibit my success is myself. Mental health is very important and sometimes its difficult for myself to recognize that.,Average Value,50,83.3,55.6,37.5,83.3
Male,Computer Science,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,No,No,Yes,3.8,4.6,50,50,Sometimes,Rarely,Always,Sometimes,Rarely,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Church, Friends who are smart, Discipline, etc",Lack of courses specializing in fields in CS,Average Value,56.3,58.3,80.6,31.3,0
Female,Statistics,Environmental Systems & Society,Latino/Hispanic,Heterosexual,High school or less,High school or less,Sophomore,No,,No,No,Yes,Yes,NA,NA,NA,NA,Rarely,Often,Always,Rarely,Never,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,High Value,56.3,100,66.7,25,50
Male,Computer Science,N/A,Asian,Heterosexual,Two-year College,High school or less,Senior,No,,No,Yes,No,Yes,3.48,4,80,20,Often,Rarely,Always,Sometimes,Never,Strongly Agree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Good time management, Natural talent","Easily distracted, FOMO",Average Value,56.3,83.3,63.9,50,25
Male,Financial Actuarial Mathematics & Statistics,,Asian,Heterosexual,High school or less,High school or less,Junior,Yes,Malaysia,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Often,Sometimes,Always,Often,Sometimes,Strongly Agree,Agree,Disagree,Not Sure,Disagree,Agree,Not Sure,Strongly Agree,Not Sure,Agree,Disagree,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Support of friends and family ,N/A,High Value,53.1,50,52.8,62.5,58.3
Female,Applied Mathematics,,Calcasian,Heterosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.77,4.4,NA,NA,Often,Rarely,Always,Often,Rarely,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"It has been helpful for me not to take on too much at once. I try to balance my course load with two easy classes if I know I will be taking a challenging course that quarter. I also try to take only three classes per quarter so I can focus on those three classes while also having time for extra curriculars and spending time with friends, relaxing and working out. Also, when I came to UCLA I didn't try to join everything at once, I joined a new activity each year to ease myself into a busier schedule.",The biggest thing that has inhibited my success at UCLA has been my own anxiety especially when I let my anxiety about social situations like getting along with my roommates affect the way that I go about the rest of my life.,Average Value,62.5,25,69.4,68.8,33.3
Male,Geography,GIS & Statistics ,Asian,Gay/ Homosexual,High school or less,Graduate or Professional Degree,Junior,No,,No,Yes,No,No,3.81,NA,100,75,Sometimes,Rarely,Often,Often,Rarely,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"1) Private school education at high school (Allowed me to look for help whenever I need it and adapt good study habits.)
2) Not having to struggle financially in most of my life (other than the 2008 Financial Crisis)
3) Being gay and accepting myself.
4) Being initiative with confidence.
5) Willing to go outside the box and try new things.","1) STEM classes are too hard sometimes, and it's hard to get help in large, beginner classes. I believe that puts off a lot of people too.
2) It's sometimes hard to have a diverse group of friends, because people tend to stick with people in their own race.
3) There are some advantages to the semester system...",High Value,87.5,33.3,72.2,43.8,33.3
Female,Applied Math,Statistics,Asian,Heterosexual,Two-year College,Four-year College,Sophomore,Yes,China,No,No,No,Yes,3.98,4,100,50,Often,Rarely,Always,Often,Sometimes,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Agree,Agree,Strongly Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Support from friends and families,,Average Value,53.1,25,72.2,37.5,33.3
Male,Physics,Stats,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,Yes,China,No,No,No,Yes,3.8,4,50,10,Always,Rarely,Always,Rarely,Rarely,Agree,Strongly Agree,Agree,Disagree,Disagree,Not Sure,Disagree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,"Helpful TAs, friends, classmates.","Academic pressure, irresponsible professors and TAs, stereotyes, bad class selection system, strick major restrictions and requirements.",Low Value,46.9,33.3,38.9,62.5,83.3
Female,Business Economics,Stats,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,Yes,China,No,No,No,No,3.8,4,100,10,Rarely,Rarely,Always,Often,Sometimes,Agree,Disagree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Strongly Agree,Agree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Disagree,match every freshman with a junior/senior student of same major as mentor(academic/career/life),we really cannot get our questions answered in detail given the large student base in one lecture. ( and a long line of students jammed in a small TA office is really inefficient) ,Average Value,37.5,58.3,47.2,68.8,50
Male,Applied Math ,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,China,No,No,No,Yes,3.3,3.8,30,5,Sometimes,Rarely,Always,Always,Rarely,Agree,Agree,Not Sure,Disagree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Strongly Disagree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Classmates,Pressure,Average Value,43.8,66.7,63.9,50,33.3
Male,Statistics,,Calcasian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.3,4.5,NA,NA,Sometimes,Rarely,Always,Often,Rarely,Strongly Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Agree,Save time to exercise and free time on the weekends. Take a breather from the academics from time to time. Stop worrying about what other people think. Trust your instincts and internal monologue (generally). ,"Lack of sleep, ambition, or goals.",Low Value,56.3,58.3,52.8,50,58.3
Female,statistics,NA,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,NA,Yes,Yes,No,Yes,3.832,4,20,5,Often,Never,Always,Rarely,Sometimes,Strongly Agree,Not Sure,Disagree,Disagree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,"office hours, amazing TAs, good roommates, calling family back home, keeping in touch with old friends, music, attending events on UCLA and LA can offer","bad TAs, hostile living situations, bad time management choices, doing too many hobbies and clubs, letting exams cause anxiety ",Average Value,53.1,25,41.7,62.5,83.3
Male,PoliSci/Stats,none,mixed,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.8,4,5,25,Often,Never,Always,Always,Sometimes,Strongly Agree,Not Sure,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,My parents put pressure on me to work hard and take school seriously. I am also motivated because they pay for my tuition so good grades are my way of repaying them and making the most of what they have gifted me. I am part of Greek Life which gives me lots of social opportunities and allows me to meet new people .,I often stress with my relationship and find it hard to balance the needs of another person and my own well being. Also I often feel like I miss out on social events to study and sometimes it takes willpower to make a decision that will ultimately be more beneficial for myself in the future. Also I often feel that because I don't have a clear career goal or plans for the future it can be overwhelming deciding what I want to do with the rest of my life and deciding what I want to put my focus and energy into.,High Value,59.4,33.3,80.6,37.5,25
Female,Business Economics,Statistics ,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,No,3.97,4.34,25,10,Often,Never,Always,Rarely,Sometimes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,"My roommates/ suitemates and close circle of friends have helped me succeed socially and emotionally 

Academically, involvement in campus organizations (such as Bruin Asset Management, 180 Degrees Consulting) have helped me meet other business students and get a better understanding of the career I want to pursue. Teachers and TAs have also been very supportive in helping clarify my confusion when I go to office hours.",My busy schedule has led me to prioritize school/professional development above my social life and led me to stress about whether I have enough time to complete deadlines. ,Low Value,71.9,25,69.4,31.3,25
Male,Statistics,none,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,Korea,Yes,No,No,Yes,3.25,3.9,10,5,Rarely,Sometimes,Rarely,Rarely,Never,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Agree,Disagree,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Disagree,Friends,passion,Low Value,53.1,41.7,36.1,68.8,50
